,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,MLBAMID,MLBID,$,Deep $
69,Nolan McLean,NYM,33703,690997.0,698.136,162.7,27.54,142.44,74.69,10.0,11.0,0.0,69.0,19.0,1.1,0.247,9.5,172.0,58.0,3.2,0.083,7.0,94.76,26.68,2.0,3.82,1.23,0.572,0.222,0.175,101.81957999999999,234.53613599999997,108.13941599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24,7.19
70,Jack Leiter,TEX,30146,683004.0,699.212,161.9,29.16,133.32,76.63,9.0,11.1,0.0,71.0,20.0,1.1,0.252,9.8,176.0,71.0,3.9,0.102,7.0,84.64,26.68,2.0,3.95,1.26,0.38,0.243,0.295,125.48882999999998,183.14586,109.209198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,6.53
71,Chris Bassitt,FA,12304,605135.0,702.905,161.8,29.16,150.12,81.48,10.0,13.5,0.0,75.0,22.0,1.2,0.225,8.8,158.0,57.0,3.2,0.081,12.0,95.68,29.44,3.0,4.17,1.28,0.433,0.242,0.261,127.09925249999999,210.5310075,117.58510499999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.83
72,Randy Vasquez,SD,24719,681190.0,709.124,161.5,29.16,163.08,84.39,8.0,9.6,0.0,78.0,24.0,1.3,0.15,5.9,106.0,49.0,2.7,0.069,10.0,104.88000000000001,32.2,2.0,4.35,1.31,0.385,0.242,0.292,152.93822400000002,225.80553,133.543884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.44
73,Michael McGreevy,STL,29869,700241.0,693.6,160.8,25.92,159.16000000000003,76.63,8.0,11.8,0.0,71.0,21.0,1.2,0.178,6.9,123.0,40.0,2.2,0.057,6.0,105.80000000000001,30.360000000000003,2.0,3.97,1.24,0.517,0.227,0.211,124.9563,251.23910000000004,123.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.02
74,JP Sears,SD,23429,676664.0,678.252,160.1,27.54,143.08,79.53999999999999,9.0,12.0,0.0,73.0,27.0,1.5,0.22,8.4,149.0,45.0,2.5,0.066,12.0,87.4,26.68,2.0,4.1,1.17,0.329,0.235,0.332,143.338592,183.773634,115.00984999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.55
76,Yoshinobu Yamamoto,LAD,33825,808967.0,667.044,159.9,27.54,123.88000000000001,65.96,12.0,14.3,0.0,61.0,17.0,1.0,0.295,11.1,197.0,55.0,3.1,0.082,3.0,81.88000000000001,23.0,2.0,3.43,1.12,0.504,0.228,0.218,99.195516,193.82554799999997,97.120296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58,9.42
77,Spencer Strider,ATL,27498,675911.0,674.123,159.3,27.54,129.72000000000003,72.75,10.0,10.4,0.0,67.0,21.0,1.2,0.295,11.2,199.0,56.0,3.2,0.083,9.0,81.88000000000001,24.84,2.0,3.79,1.17,0.387,0.243,0.29,115.25882500000002,171.2117455,101.21820450000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45,7.94
78,Brandon Woodruff,FA,16162,605540.0,646.893,159.3,27.54,117.68,64.99,9.0,10.3,0.0,60.0,20.0,1.1,0.314,11.5,203.0,43.0,2.4,0.066,8.0,72.68,23.0,2.0,3.39,1.01,0.314,0.235,0.342,120.66879300000002,149.13219600000002,95.2120875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22,9.97
79,Eduardo Rodriguez,ARI,13164,593958.0,707.14,159.1,29.16,157.64,83.42,10.0,11.0,0.0,77.0,23.0,1.3,0.19,7.6,134.0,61.0,3.5,0.086,2.0,99.36,31.28,4.0,4.36,1.37,0.411,0.243,0.274,136.74138,215.35486999999998,123.68181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.43
81,Carlos Rodon,NYY,16137,607074.0,688.156,158.7,27.54,138.24,79.53999999999999,11.0,13.4,0.0,73.0,23.0,1.3,0.235,9.2,162.0,64.0,3.6,0.093,9.0,86.48,25.76,3.0,4.14,1.27,0.379,0.242,0.295,128.24828999999997,186.94210199999998,111.37959599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76,6.14
82,Cristian Javier,HOU,17606,664299.0,687.127,158.4,27.54,136.4,79.53999999999999,9.0,9.8,0.0,73.0,23.0,1.3,0.211,8.2,145.0,66.0,3.8,0.096,6.0,82.8,27.6,3.0,4.15,1.28,0.288,0.222,0.344,143.79035399999998,170.92959299999998,109.98533699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.59
83,Nick Lodolo,CIN,26378,666157.0,653.109,158.3,27.54,135.32,71.78,10.0,13.7,0.0,66.0,22.0,1.3,0.27,10.0,176.0,33.0,1.9,0.05,19.0,84.64,26.68,2.0,3.75,1.06,0.452,0.239,0.249,113.02574050000001,195.85206900000003,106.36410550000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.13,8.57
84,Dean Kremer,BAL,19350,665152.0,675.191,158.3,27.54,142.76,73.72,10.0,12.3,0.0,68.0,22.0,1.3,0.212,8.1,143.0,47.0,2.7,0.07,3.0,91.08,26.68,3.0,3.87,1.2,0.41,0.243,0.274,129.54599700000003,203.78022,117.1736265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.96
85,Slade Cecconi,CLE,27500,677944.0,672.931,158.2,27.54,152.12,76.63,9.0,11.9,0.0,71.0,24.0,1.4,0.191,7.3,129.0,36.0,2.0,0.053,6.0,94.76,30.360000000000003,3.0,4.04,1.19,0.394,0.244,0.286,138.66516300000004,209.26757200000003,122.919302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.38
86,Seth Lugo,KC,12447,607625.0,697.01,157.8,27.54,149.2,81.48,11.0,16.2,0.0,75.0,22.0,1.3,0.19,7.5,132.0,65.0,3.7,0.093,6.0,94.76,29.44,3.0,4.28,1.36,0.449,0.239,0.252,128.00256,219.754395,119.75239499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,4.9
87,Eury Perez,MIA,27768,691587.0,647.479,156.8,27.54,119.52000000000001,65.96,7.0,7.9,0.0,61.0,20.0,1.1,0.286,10.6,185.0,49.0,2.8,0.076,4.0,73.60000000000001,23.92,2.0,3.5,1.07,0.304,0.229,0.346,125.28413700000002,151.74679300000003,96.9608255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.38,8.79
88,Cade Horton,CHC,31872,690990.0,666.965,156.6,27.54,142.51999999999998,73.72,8.0,9.4,0.0,68.0,19.0,1.1,0.219,8.4,146.0,46.0,2.6,0.069,8.0,92.0,28.52,3.0,3.91,1.2,0.406,0.244,0.277,127.52810250000002,198.53537000000003,114.94153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23,6.67
89,Davis Martin,CWS,21448,663436.0,692.516,156.5,27.54,147.12,79.53999999999999,8.0,11.2,0.0,73.0,20.0,1.2,0.193,7.7,134.0,65.0,3.7,0.094,9.0,97.52000000000001,27.6,2.0,4.2,1.36,0.447,0.239,0.253,126.58685399999999,216.40676599999998,118.19708199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.64
90,Michael King,FA,19853,650633.0,677.914,155.9,29.16,141.68,76.63,10.0,13.8,0.0,71.0,21.0,1.2,0.228,8.9,155.0,57.0,3.3,0.084,7.0,91.08,27.6,2.0,4.1,1.27,0.417,0.243,0.27,123.46721000000001,197.31457899999998,112.518231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49,6.02
92,Chad Patrick,MIL,30113,694477.0,658.367,154.9,27.54,132.48000000000002,71.78,9.0,11.0,0.0,66.0,21.0,1.2,0.242,9.2,159.0,51.0,3.0,0.078,5.0,83.72,25.76,2.0,3.83,1.18,0.359,0.235,0.311,128.00877849999998,176.88078149999996,106.48716249999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.19
93,Jacob Misiorowski,MIL,31623,694819.0,653.938,153.6,25.92,116.68,69.84,8.0,8.6,0.0,64.0,19.0,1.1,0.301,11.5,197.0,68.0,4.0,0.104,7.0,73.60000000000001,22.080000000000002,2.0,3.75,1.2,0.383,0.243,0.293,107.54135699999999,158.103297,93.92852699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76,7.5
94,Sean Manaea,NYM,15873,640455.0,631.24,153.3,27.54,128.88,67.89999999999999,11.0,12.8,0.0,63.0,22.0,1.3,0.277,10.3,175.0,33.0,1.9,0.053,10.0,80.96000000000001,23.92,2.0,3.7,1.06,0.394,0.244,0.285,115.33289999999998,174.37488000000002,102.42408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.8
95,Nick Martinez,FA,12730,607259.0,667.447,152.7,27.54,157.24,76.63,10.0,13.4,0.0,71.0,20.0,1.2,0.162,6.4,108.0,41.0,2.4,0.061,5.0,101.2,34.04,2.0,4.18,1.3,0.417,0.243,0.27,137.38845500000002,219.56230449999998,125.2049505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.23
96,Sean Burke,CWS,29878,680732.0,661.676,152.3,27.54,131.56,74.69,6.0,7.7,0.0,69.0,21.0,1.2,0.227,8.9,150.0,63.0,3.7,0.095,6.0,83.72,24.84,2.0,4.08,1.28,0.363,0.237,0.305,126.75097,177.900034,107.00922600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.42
97,Matthew Liberatore,STL,22294,669461.0,664.922,151.7,27.54,146.2,75.66,8.0,10.4,0.0,70.0,20.0,1.2,0.176,6.9,117.0,52.0,3.1,0.078,6.0,95.68,28.52,2.0,4.15,1.31,0.418,0.243,0.27,131.41933,210.270928,119.765163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.07
98,Brad Lord,WSH,31972,695418.0,653.275,150.1,24.3,143.44,72.75,7.0,9.0,0.0,67.0,20.0,1.2,0.195,7.6,127.0,48.0,2.9,0.074,4.0,93.84,27.6,2.0,4.02,1.28,0.469,0.24,0.235,118.37306249999999,214.9846125,114.78599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.51
99,Cade Cavalli,WSH,27473,676917.0,647.546,149.4,25.92,141.44,72.75,6.0,7.5,0.0,67.0,18.0,1.1,0.197,7.7,128.0,47.0,2.8,0.072,12.0,94.76,26.68,2.0,4.04,1.26,0.562,0.219,0.182,104.43266600000001,234.38281600000002,108.449307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.41
100,Parker Messick,CLE,31986,800048.0,632.191,149.1,25.92,133.16,65.96,8.0,10.6,0.0,61.0,18.0,1.1,0.228,8.7,144.0,42.0,2.5,0.066,0.0,86.48,26.68,2.0,3.68,1.17,0.47,0.239,0.234,110.20917700000001,200.78594999999999,106.8627445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,7.25
101,Miles Mikolas,FA,9803,571945.0,640.9,147.9,27.54,154.04000000000002,76.63,8.0,10.4,0.0,71.0,24.0,1.5,0.15,5.8,96.0,33.0,2.0,0.051,5.0,96.60000000000001,29.44,4.0,4.32,1.26,0.41,0.243,0.275,136.93325000000002,214.998,123.62384999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.79
102,Noah Cameron,KC,30184,702070.0,635.129,147.6,25.92,137.08,70.81,9.0,11.6,0.0,65.0,20.0,1.2,0.21,8.1,133.0,46.0,2.8,0.072,3.0,88.32000000000001,25.76,3.0,3.96,1.24,0.43,0.241,0.263,119.27773350000001,196.13547,109.69902450000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,6.26
103,Jake Irvin,WSH,21504,663623.0,664.954,147.6,25.92,155.96,84.39,8.0,12.0,0.0,78.0,27.0,1.6,0.161,6.5,107.0,55.0,3.4,0.083,6.0,97.52000000000001,29.44,2.0,4.76,1.43,0.433,0.241,0.261,131.01951699999998,217.02465099999998,120.96043699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.83
104,Tanner Gordon,COL,27669,685299.0,646.668,147.4,25.92,160.04000000000002,83.42,8.0,11.8,0.0,77.0,27.0,1.6,0.193,7.6,125.0,34.0,2.1,0.052,7.0,95.68,30.360000000000003,7.0,4.7,1.32,0.386,0.242,0.292,134.596368,198.968544,117.527988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.83
105,Cam Schlittler,NYY,32095,693645.0,634.38,147.2,25.92,122.36,72.75,9.0,8.8,0.0,67.0,21.0,1.3,0.266,10.3,169.0,62.0,3.8,0.098,10.0,76.36,23.0,2.0,4.1,1.25,0.403,0.244,0.279,108.71091000000001,168.00777,97.61796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73,6.15
106,Jose Quintana,FA,11423,500779.0,641.071,146.6,25.92,137.76,71.78,9.0,11.4,0.0,66.0,17.0,1.0,0.168,6.6,108.0,53.0,3.3,0.082,7.0,91.08,26.68,3.0,4.05,1.3,0.446,0.24,0.253,123.13821150000001,210.27109800000002,115.21704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.4
107,Trey Yesavage,TOR,35456,702056.0,618.905,146.5,25.92,111.84,64.02,7.0,4.4,0.0,59.0,16.0,1.0,0.312,11.9,193.0,60.0,3.7,0.097,7.0,72.68,21.16,2.0,3.62,1.17,0.517,0.231,0.208,85.62176999999998,173.2560175,86.1706275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.88,7.65
109,Justin Verlander,FA,8700,434378.0,614.725,145.4,25.92,123.88000000000001,64.99,8.0,10.3,0.0,60.0,17.0,1.1,0.215,8.2,132.0,45.0,2.8,0.073,6.0,80.04,24.84,2.0,3.71,1.16,0.35,0.235,0.316,126.06480000000002,170.71275000000003,103.9596875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.09
110,Ian Seymour,TB,27932,693855.0,616.811,145.4,22.68,124.12,67.89999999999999,8.0,9.8,0.0,63.0,20.0,1.2,0.258,9.8,159.0,47.0,2.9,0.076,8.0,78.2,23.92,2.0,3.9,1.18,0.411,0.243,0.274,109.68653700000002,172.7460255,99.2108565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,6.85
111,Tyler Mahle,FA,16358,641816.0,617.315,144.6,25.92,124.80000000000001,64.99,8.0,9.6,0.0,60.0,17.0,1.1,0.239,9.2,148.0,50.0,3.1,0.081,1.0,80.96000000000001,24.84,2.0,3.73,1.21,0.397,0.244,0.284,114.05368000000003,173.3867525,101.47423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,6.96
112,Edward Cabrera,MIA,21690,665795.0,605.883,143.1,25.92,122.12,64.99,7.0,9.5,0.0,60.0,18.0,1.1,0.26,9.9,158.0,45.0,2.8,0.075,8.0,78.2,23.92,2.0,3.77,1.17,0.485,0.237,0.225,97.6991275,184.31897250000003,96.0875955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,7.05
113,Colin Rea,CHC,12317,607067.0,617.803,143.0,25.92,134.4,70.81,8.0,10.4,0.0,65.0,22.0,1.4,0.207,8.1,128.0,44.0,2.8,0.071,7.0,85.56,24.84,2.0,4.09,1.25,0.412,0.244,0.272,118.58359800000001,187.683063,107.884326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.7
114,Bailey Ober,MIN,21224,641927.0,598.108,142.8,22.68,130.8,66.92999999999999,8.0,11.2,0.0,62.0,23.0,1.4,0.215,8.1,129.0,29.0,1.8,0.048,6.0,80.04,25.76,2.0,3.91,1.12,0.324,0.234,0.337,131.37223799999998,165.92071599999997,104.30559599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,7.0
115,Bryce Miller,SEA,29837,682243.0,608.836,142.6,25.92,123.12,65.96,8.0,10.8,0.0,61.0,20.0,1.3,0.209,8.0,127.0,48.0,3.0,0.079,5.0,79.12,23.0,1.0,3.85,1.2,0.373,0.24,0.3,121.47408000000001,174.18515399999998,104.12064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,6.57
116,Tyler Glasnow,LAD,14374,607192.0,612.715,142.3,25.92,113.76,64.99,12.0,14.1,0.0,60.0,17.0,1.1,0.288,11.1,176.0,64.0,4.0,0.105,2.0,72.68,22.080000000000002,2.0,3.79,1.25,0.492,0.234,0.222,89.824315,171.821615,88.333455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,7.26
117,Tyler Anderson,FA,12880,542881.0,635.385,142.3,25.92,136.24,75.66,9.0,11.7,0.0,70.0,21.0,1.3,0.167,6.7,106.0,62.0,3.9,0.097,5.0,85.56,26.68,3.0,4.43,1.39,0.346,0.233,0.321,135.7753425,181.34538,110.5365525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
118,Aaron Civale,FA,19479,650644.0,607.181,142.2,25.92,130.64000000000001,69.84,8.0,8.7,0.0,64.0,21.0,1.3,0.216,8.3,131.0,42.0,2.7,0.069,7.0,80.04,27.6,2.0,4.05,1.21,0.371,0.238,0.301,121.7877705,173.8894905,103.769259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.02
120,Tomoyuki Sugano,BAL,sa3025685,608372.0,616.593,141.2,25.92,143.84,75.66,9.0,11.6,0.0,70.0,25.0,1.6,0.17,6.7,105.0,39.0,2.5,0.063,7.0,89.24000000000001,27.6,2.0,4.46,1.29,0.399,0.245,0.281,127.8364065,195.88979849999998,114.60380249999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.51
122,Kyle Leahy,STL,24763,681517.0,599.177,140.0,17.82,126.48,63.05,6.0,7.7,0.0,58.0,15.0,1.0,0.212,8.2,127.0,43.0,2.8,0.071,3.0,83.72,25.76,2.0,3.73,1.21,0.442,0.241,0.255,110.51307750000001,187.121172,103.2170685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.42
124,Landen Roupp,SF,30076,694738.0,617.931,139.4,25.92,128.24,67.89999999999999,7.0,8.2,0.0,63.0,14.0,0.9,0.217,8.7,134.0,61.0,3.9,0.099,4.0,85.56,26.68,2.0,4.07,1.36,0.474,0.239,0.232,104.041026,191.164812,101.29197450000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.89
125,Patrick Corbin,FA,9323,571578.0,611.996,139.4,25.92,136.24,71.78,8.0,10.7,0.0,66.0,22.0,1.4,0.204,8.1,125.0,48.0,3.1,0.079,3.0,87.4,24.84,2.0,4.26,1.32,0.452,0.239,0.249,111.724482,193.59723599999998,105.13954199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.78
126,Lance McCullers Jr.,HOU,14120,621121.0,609.434,138.8,24.3,119.36,71.78,7.0,6.4,0.0,66.0,18.0,1.2,0.244,9.7,149.0,65.0,4.2,0.106,16.0,76.36,23.0,2.0,4.28,1.33,0.436,0.241,0.259,102.615123,171.22292199999998,95.10187699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.88
129,Adrian Houser,FA,12718,605288.0,603.609,137.8,24.3,135.0,68.87,8.0,11.1,0.0,64.0,18.0,1.2,0.176,6.9,106.0,45.0,2.9,0.075,6.0,88.32000000000001,26.68,2.0,4.18,1.31,0.471,0.239,0.234,111.79442300000001,203.90035450000002,108.3998555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.95
130,German Marquez,FA,15038,608566.0,601.939,137.8,25.92,130.64,69.84,8.0,8.4,0.0,64.0,21.0,1.4,0.202,8.0,122.0,48.0,3.1,0.079,5.0,82.8,24.84,2.0,4.18,1.3,0.404,0.244,0.278,116.191591,180.118563,104.52923799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.17
131,Andre Pallante,STL,26108,669467.0,632.104,137.6,25.92,149.88,77.6,8.0,11.1,0.0,72.0,20.0,1.3,0.153,6.3,97.0,59.0,3.9,0.093,4.0,100.28,27.6,2.0,4.71,1.52,0.615,0.208,0.154,98.55352800000001,248.76434,106.647296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.43
132,Jacob Lopez,OAK,25098,682052.0,587.326,137.6,24.3,114.84,66.92999999999999,8.0,9.1,0.0,62.0,19.0,1.2,0.246,9.4,144.0,52.0,3.4,0.088,14.0,70.84,23.0,2.0,4.06,1.21,0.323,0.233,0.337,116.810811,147.334239,92.548599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.21
133,Braxton Ashcraft,PIT,23793,677952.0,587.137,137.3,22.68,120.04,62.08,6.0,7.8,0.0,57.0,15.0,1.0,0.238,9.2,140.0,46.0,3.0,0.079,4.0,78.2,24.84,2.0,3.74,1.21,0.493,0.233,0.222,96.67401699999998,185.12472549999998,94.86890049999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,6.48
135,Logan Allen,CLE,27589,671106.0,609.873,136.5,22.68,138.07999999999998,74.69,6.0,8.8,0.0,69.0,22.0,1.5,0.187,7.5,114.0,52.0,3.4,0.085,4.0,83.72,30.360000000000003,2.0,4.55,1.39,0.43,0.241,0.263,116.07278950000001,190.86539000000002,106.7514565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.38
136,Jason Alexander,HOU,19666,669920.0,590.968,135.4,24.3,131.48000000000002,67.89999999999999,8.0,7.8,0.0,63.0,20.0,1.3,0.188,7.4,111.0,43.0,2.9,0.073,5.0,84.64,24.84,2.0,4.19,1.29,0.46,0.239,0.241,109.460484,194.45075999999997,104.65383599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.03
137,Chase Burns,CIN,35333,695505.0,564.588,134.9,22.68,107.4,59.17,7.0,8.4,0.0,55.0,18.0,1.2,0.3,11.3,169.0,46.0,3.1,0.082,0.0,66.24000000000001,21.16,2.0,3.67,1.14,0.403,0.244,0.279,94.213966,145.603402,84.60029599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52,7.52
138,Dustin May,FA,19716,669160.0,587.927,134.7,24.3,121.12,66.92999999999999,8.0,10.3,0.0,62.0,17.0,1.1,0.219,8.6,129.0,54.0,3.6,0.092,11.0,79.12,23.0,2.0,4.14,1.3,0.439,0.241,0.257,104.6736295,175.9407815,97.3849435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.31
140,Simeon Woods Richardson,MIN,24494,680573.0,584.606,134.1,21.06,114.76,65.96,6.0,6.7,0.0,61.0,18.0,1.2,0.238,9.3,139.0,59.0,4.0,0.101,3.0,70.84,23.92,2.0,4.09,1.3,0.348,0.233,0.319,111.92243699999999,150.389734,91.43231899999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,5.22
141,Bryce Jarvis,ARI,27477,686826.0,597.207,133.2,21.06,132.4,72.75,6.0,4.9,0.0,67.0,18.0,1.2,0.16,6.5,96.0,56.0,3.8,0.094,8.0,82.8,27.6,4.0,4.53,1.41,0.423,0.243,0.267,117.3120445,189.8807855,107.5174905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.2
142,Mitch Farris,LAA,33628,815083.0,578.867,133.1,21.06,120.28,64.99,7.0,8.9,0.0,60.0,18.0,1.2,0.228,8.9,132.0,51.0,3.4,0.088,5.0,78.2,22.080000000000002,2.0,4.06,1.29,0.493,0.235,0.222,95.40394699999999,182.6926205,94.01841249999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.41
143,Zebby Matthews,MIN,31827,805673.0,570.024,132.9,19.44,127.88,65.96,6.0,6.8,0.0,61.0,21.0,1.4,0.235,9.1,134.0,35.0,2.4,0.061,2.0,77.28,27.6,2.0,4.13,1.23,0.391,0.242,0.289,110.08108799999998,164.620352,96.646784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,5.57
144,Eric Lauer,TOR,19316,641778.0,561.088,132.8,19.44,119.76,64.99,6.0,5.1,0.0,60.0,23.0,1.6,0.234,8.9,131.0,35.0,2.4,0.062,2.0,70.84,23.92,2.0,4.07,1.17,0.312,0.235,0.343,119.11903199999999,146.57764799999998,93.83339999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.06
146,Max Scherzer,FA,3137,453286.0,562.963,132.5,24.3,119.68,64.02,7.0,7.6,0.0,59.0,22.0,1.5,0.226,8.6,127.0,37.0,2.5,0.065,3.0,72.68,23.0,2.0,4.01,1.18,0.327,0.234,0.335,118.69149249999998,151.00749549999998,94.55423099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.08
147,Martin Perez,FA,6902,527048.0,589.958,132.4,24.3,130.72,71.78,7.0,9.4,0.0,66.0,22.0,1.5,0.194,7.7,114.0,53.0,3.6,0.09,5.0,82.8,23.92,2.0,4.49,1.39,0.448,0.239,0.252,108.277248,185.678562,101.29844099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.74
