,BatterName,batter,GB%,FB%,LD%,Brl%,SweetSpot%,AirPull%,Chase%,Z-Swing%,Contact%,Z-Contact%,la_median,la_std,EV90,xwOBACON,xwOBA,Team,PA,AB,H,R,HR,RBI,SB,CS,AVG,OBP,SLG,SBAtt%,K%,BB%,RotoValue,RV_per600,fHitTool,fDiscipline,fPower,fSpeed,fDurability,Year
426,Josh Smith,669701,0.421,0.266,0.249,0.043,0.355,0.146,0.258,0.65,0.793,0.864,13.0,29.110615528350433,102.0,0.33705867665418227,0.3118082565445026,TEX,1149.0,1018.0,260.0,137.0,23.0,97.0,23.0,5.0,0.255,0.337,0.381,0.091,0.192,0.088,5.36,2.8,,,,,,2024-2025
427,Juan Soto,665742,0.449,0.276,0.218,0.189,0.354,0.146,0.171,0.572,0.781,0.842,12.5,29.57054762330053,109.23,0.5124366041896362,0.45285832411347515,NYM,1426.0,1153.0,318.0,248.0,84.0,214.0,44.0,9.0,0.276,0.407,0.547,0.12,0.18,0.18,16.69,7.02,88.0,116.0,133.0,89.0,130.0,2024-2025
428,Juan Yepez,660766,0.505,0.207,0.229,0.059,0.303,0.17,0.325,0.709,0.779,0.844,7.0,27.55399337511566,102.56,0.3200106951871658,0.2962032064777328,WSH,248.0,226.0,64.0,32.0,6.0,26.0,2.0,1.0,0.283,0.335,0.429,0.048,0.169,0.073,-0.71,-1.71,,,,89.0,100.0,2024-2025
429,Julio Rodriguez,677594,0.466,0.259,0.22,0.099,0.33,0.129,0.366,0.75,0.705,0.798,9.0,28.67587029926619,108.6,0.4322863387978142,0.3503345509118541,SEA,1323.0,1219.0,330.0,182.0,52.0,166.0,54.0,11.0,0.271,0.325,0.445,0.2,0.233,0.062,13.09,5.93,103.0,95.0,111.0,121.0,127.0,2024-2025
430,Jung Hoo Lee,808982,0.47,0.244,0.246,0.038,0.344,0.123,0.233,0.63,0.875,0.92,10.0,27.39558786195308,102.1,0.3276937799043062,0.3226392131782946,SF,775.0,705.0,187.0,88.0,10.0,63.0,12.0,6.0,0.265,0.324,0.391,0.093,0.108,0.074,2.45,1.89,106.0,113.0,82.0,110.0,117.0,2024-2025
431,Junior Caminero,691406,0.471,0.249,0.187,0.136,0.28,0.165,0.329,0.682,0.739,0.814,10.0,32.229797977227015,109.2,0.40792962356792145,0.3463537533252721,TB,830.0,767.0,200.0,108.0,51.0,128.0,9.0,1.0,0.261,0.308,0.511,0.06,0.196,0.063,6.18,4.47,91.0,97.0,136.0,87.0,122.0,2024-2025
432,Jurickson Profar,595777,0.407,0.276,0.22,0.072,0.313,0.165,0.228,0.674,0.83,0.884,15.0,29.68497064051675,104.89,0.36179504814305363,0.35302036186770425,ATL,1033.0,881.0,235.0,150.0,38.0,128.0,19.0,5.0,0.267,0.37,0.449,0.081,0.155,0.12,7.43,4.32,102.0,114.0,105.0,101.0,105.0,2024-2025
433,Justin Dean,681909,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.6,0.4,0.333,-39.0,,80.4,0.069,0.0345,LAD,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.5,0.0,-2.88,-863.48,,,,,104.0,2024-2025
434,Justin Foscue,679822,0.3,0.367,0.167,0.033,0.267,0.233,0.294,0.675,0.752,0.852,30.0,33.9100229308742,101.29,0.2001,0.13967924528301887,TEX,53.0,51.0,3.0,3.0,0.0,3.0,0.0,0.0,0.059,0.094,0.098,0.0,0.396,0.038,-3.46,-39.19,,,,,101.0,2024-2025
435,Justin Turner,457759,0.343,0.301,0.281,0.043,0.402,0.189,0.257,0.658,0.829,0.885,18.5,25.979234459232913,100.4,0.3395551181102362,0.3219498434065934,CHC,730.0,629.0,156.0,73.0,14.0,73.0,2.0,2.0,0.248,0.337,0.364,0.02,0.181,0.104,1.0,0.82,109.0,106.0,91.0,70.0,102.0,2024-2025
436,Justyn-Henry Malloy,669234,0.347,0.368,0.202,0.083,0.337,0.187,0.197,0.642,0.66,0.74,21.0,27.35991561991453,102.26,0.3445233160621761,0.27864584313725493,DET,357.0,306.0,64.0,33.0,9.0,38.0,1.0,1.0,0.209,0.311,0.346,0.023,0.328,0.12,-1.71,-2.87,,,,84.0,116.0,2024-2025
437,Kameron Misner,670224,0.426,0.272,0.243,0.051,0.294,0.14,0.312,0.633,0.65,0.749,13.5,30.6195147593142,104.19999999999999,0.3170148148148148,0.23688307359307362,TB,231.0,212.0,43.0,27.0,5.0,22.0,8.0,1.0,0.203,0.26,0.325,0.2,0.342,0.069,-1.7,-4.42,,,95.0,110.0,106.0,2024-2025
438,Ke'Bryan Hayes,663647,0.503,0.178,0.247,0.037,0.31,0.06,0.274,0.613,0.808,0.904,7.0,30.54470387087831,103.69,0.3162784810126582,0.281692717549325,CIN,965.0,892.0,210.0,88.0,9.0,74.0,23.0,5.0,0.235,0.288,0.3,0.116,0.193,0.061,1.83,1.14,96.0,98.0,66.0,93.0,122.0,2024-2025
439,Keibert Ruiz,660688,0.4,0.264,0.236,0.028,0.331,0.188,0.373,0.679,0.876,0.931,16.0,29.399961965884618,100.3,0.2951859375,0.28123527925531916,WSH,752.0,714.0,168.0,65.0,15.0,82.0,3.0,3.0,0.235,0.266,0.345,0.039,0.106,0.032,0.53,0.42,101.0,112.0,80.0,69.0,96.0,2024-2025
440,Kenedy Corona,685744,1.0,0.0,0.0,0.0,0.0,0.0,0.154,0.625,0.857,1.0,-21.0,,92.4,0.117,0.37925,HOU,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.5,-2.95,-442.96,,,,,108.0,2024-2025
441,Kerry Carpenter,681481,0.345,0.347,0.226,0.144,0.405,0.217,0.334,0.709,0.722,0.809,20.0,26.178117640520778,104.6,0.449109404990403,0.35801587367021276,DET,753.0,697.0,184.0,103.0,44.0,119.0,1.0,3.0,0.264,0.312,0.531,0.027,0.24,0.053,4.96,3.95,98.0,92.0,128.0,88.0,118.0,2024-2025
442,Keston Hiura,669374,0.5,0.071,0.286,0.0,0.357,0.143,0.386,0.706,0.641,0.733,14.0,25.060851866931745,103.56,0.28750000000000003,0.21289520833333334,COL,48.0,45.0,8.0,4.0,0.0,2.0,0.0,1.0,0.178,0.229,0.2,0.1,0.354,0.0,-3.01,-37.66,,,,91.0,105.0,2024-2025
443,Ketel Marte,606466,0.449,0.265,0.216,0.129,0.341,0.169,0.253,0.694,0.781,0.85,11.0,28.491184643668284,108.1,0.4391189591078067,0.39580682593250444,ARI,1139.0,984.0,284.0,180.0,64.0,167.0,11.0,3.0,0.289,0.375,0.54,0.045,0.166,0.113,11.37,5.99,97.0,108.0,124.0,92.0,118.0,2024-2025
444,Kevin Alcantara,682634,0.688,0.062,0.25,0.0,0.25,0.125,0.294,0.632,0.706,0.833,0.0,20.758833461123643,106.75,0.4095625,0.3296818181818182,CHC,22.0,21.0,5.0,3.0,0.0,1.0,1.0,0.0,0.238,0.273,0.238,0.167,0.227,0.045,-2.78,-75.77,,,,,107.0,2024-2025
445,Kevin Kiermaier,595281,0.558,0.188,0.204,0.039,0.287,0.11,0.331,0.762,0.625,0.702,4.0,31.832030191332482,102.6,0.3083850574712644,0.23174957664233575,LAD,274.0,259.0,51.0,31.0,5.0,27.0,6.0,2.0,0.197,0.237,0.317,0.17,0.314,0.044,-1.92,-4.21,,,,,,2024-2025
446,Kevin Newman,621028,0.506,0.203,0.226,0.018,0.288,0.106,0.294,0.688,0.828,0.894,7.0,28.706370980329712,99.11,0.2928438438438438,0.25779713603818616,LAA,420.0,402.0,104.0,54.0,5.0,39.0,9.0,1.0,0.259,0.286,0.348,0.105,0.169,0.038,0.22,0.32,96.0,97.0,83.0,91.0,96.0,2024-2025
447,Kevin Pillar,607680,0.37,0.307,0.224,0.035,0.374,0.205,0.385,0.681,0.761,0.855,20.0,29.199706977195426,101.59,0.30588537549407113,0.2690756179775281,TEX,356.0,327.0,74.0,44.0,8.0,46.0,15.0,3.0,0.226,0.281,0.361,0.247,0.216,0.045,-0.03,-0.05,,,,,,2024-2025
448,Kody Clemens,665019,0.352,0.343,0.23,0.108,0.363,0.195,0.291,0.665,0.757,0.819,18.0,29.524010960599043,105.77,0.3892251461988304,0.3191858986083499,MIN,504.0,462.0,99.0,63.0,24.0,70.0,5.0,1.0,0.214,0.276,0.437,0.067,0.242,0.067,0.44,0.53,92.0,95.0,117.0,97.0,113.0,2024-2025
449,Korey Lee,686676,0.489,0.232,0.211,0.07,0.342,0.155,0.347,0.787,0.637,0.724,10.0,30.51952241100586,103.94,0.34085865724381625,0.2557013888888889,CWS,433.0,412.0,88.0,46.0,13.0,40.0,6.0,3.0,0.214,0.252,0.357,0.115,0.298,0.048,-0.93,-1.29,90.0,88.0,98.0,97.0,97.0,2024-2025
450,Kris Bryant,592178,0.366,0.268,0.304,0.054,0.411,0.214,0.3,0.683,0.634,0.762,18.0,25.372981847837817,101.93,0.33916964285714285,0.2767782448979592,COL,196.0,172.0,35.0,11.0,2.0,16.0,0.0,0.0,0.203,0.296,0.279,0.0,0.311,0.077,-2.78,-8.51,,,,91.0,,2024-2025
451,Kristian Campbell,692225,0.544,0.184,0.234,0.051,0.316,0.082,0.234,0.607,0.727,0.803,6.0,29.14806358196177,104.62,0.34399367088607596,0.29484015209125475,BOS,263.0,229.0,51.0,24.0,6.0,21.0,2.0,1.0,0.223,0.319,0.345,0.044,0.274,0.11,-1.9,-4.32,94.0,100.0,90.0,96.0,121.0,2024-2025
452,Kyle Farmer,571657,0.386,0.302,0.255,0.058,0.383,0.163,0.312,0.635,0.783,0.867,17.0,25.782061021854023,101.5,0.3300682414698163,0.2903131703703704,COL,542.0,492.0,109.0,50.0,13.0,56.0,3.0,6.0,0.222,0.286,0.36,0.079,0.212,0.066,-0.67,-0.74,102.0,96.0,91.0,78.0,107.0,2024-2025
453,Kyle Higashioka,543309,0.332,0.322,0.251,0.096,0.405,0.241,0.278,0.629,0.764,0.853,19.0,28.027675365835368,103.44000000000001,0.37377586206896557,0.3010186734693877,TEX,589.0,549.0,126.0,62.0,28.0,92.0,5.0,1.0,0.23,0.277,0.434,0.055,0.248,0.059,1.51,1.54,98.0,94.0,108.0,72.0,99.0,2024-2025
454,Kyle Isbel,664728,0.524,0.187,0.206,0.028,0.269,0.115,0.299,0.613,0.812,0.908,6.0,32.64075742043082,103.85,0.3026218487394958,0.2704027727272727,KC,816.0,754.0,182.0,104.0,12.0,75.0,15.0,7.0,0.241,0.293,0.359,0.118,0.199,0.061,2.13,1.57,95.0,99.0,78.0,106.0,117.0,2024-2025
455,Kyle Karros,691720,0.469,0.235,0.245,0.01,0.296,0.163,0.238,0.659,0.727,0.81,9.0,25.79918075735922,102.66,0.28811224489795917,0.2575776730769231,COL,156.0,137.0,31.0,20.0,1.0,9.0,0.0,0.0,0.226,0.308,0.277,0.0,0.263,0.096,-2.49,-9.56,,,,,110.0,2024-2025
456,Kyle Manzardo,700932,0.299,0.364,0.243,0.112,0.373,0.196,0.275,0.665,0.723,0.797,23.0,26.704171672134056,104.26,0.38771685393258426,0.317576699270073,CLE,687.0,615.0,143.0,58.0,32.0,84.0,2.0,0.0,0.233,0.304,0.446,0.014,0.256,0.083,1.36,1.19,94.0,97.0,116.0,78.0,119.0,2024-2025
457,Kyle McCann,668832,0.457,0.321,0.185,0.123,0.321,0.111,0.254,0.666,0.548,0.645,14.0,28.696662816260073,105.5,0.39165432098765435,0.27528328205128205,OAK,157.0,140.0,33.0,13.0,5.0,15.0,0.0,0.0,0.236,0.318,0.371,0.0,0.376,0.102,-2.17,-8.29,,,,,,2024-2025
458,Kyle Schwarber,656941,0.375,0.316,0.226,0.183,0.347,0.217,0.212,0.624,0.674,0.761,17.0,28.722210776835695,109.6,0.513185606060606,0.39864654661921706,PHI,1416.0,1177.0,288.0,221.0,94.0,236.0,15.0,5.0,0.245,0.366,0.526,0.053,0.278,0.151,12.56,5.32,88.0,105.0,153.0,87.0,130.0,2024-2025
459,Kyle Stowers,669065,0.417,0.279,0.246,0.166,0.392,0.168,0.295,0.79,0.664,0.746,14.5,27.248522095361484,107.13,0.47742317380352645,0.356363332326284,MIA,665.0,591.0,155.0,76.0,28.0,97.0,5.0,2.0,0.262,0.337,0.475,0.044,0.299,0.092,3.14,2.83,111.0,97.0,127.0,87.0,112.0,2024-2025
460,Kyle Teel,691019,0.371,0.298,0.292,0.096,0.483,0.18,0.236,0.656,0.709,0.776,17.5,24.42347684170423,103.76,0.41425423728813554,0.34742833783783783,CWS,296.0,253.0,69.0,38.0,8.0,35.0,3.0,1.0,0.273,0.375,0.411,0.043,0.26,0.125,-0.33,-0.67,94.0,103.0,96.0,94.0,110.0,2024-2025
461,Kyle Tucker,663656,0.315,0.357,0.259,0.115,0.393,0.207,0.175,0.698,0.803,0.857,20.0,27.274755819112283,104.0,0.40951875,0.3900050554347826,CHC,930.0,777.0,213.0,147.0,45.0,122.0,36.0,3.0,0.274,0.388,0.507,0.142,0.153,0.154,9.17,5.91,102.0,113.0,112.0,95.0,119.0,2024-2025
462,Kyren Paris,677347,0.426,0.337,0.208,0.129,0.347,0.139,0.27,0.693,0.587,0.684,16.0,27.372397023495793,105.2,0.3985940594059406,0.27360698979591835,LAA,197.0,177.0,30.0,24.0,7.0,16.0,8.0,1.0,0.169,0.254,0.333,0.25,0.386,0.086,-2.07,-6.3,,,,120.0,96.0,2024-2025
463,LaMonte Wade Jr.,664774,0.363,0.291,0.291,0.075,0.383,0.168,0.19,0.627,0.763,0.863,17.0,26.516687124084218,104.44,0.3675681818181818,0.3291904384858044,LAA,640.0,540.0,121.0,64.0,10.0,52.0,3.0,1.0,0.224,0.339,0.331,0.022,0.231,0.139,-0.66,-0.62,,,,,,2024-2025
464,Lane Thomas,657041,0.385,0.265,0.222,0.069,0.326,0.147,0.228,0.641,0.748,0.81,16.0,31.217015667058988,105.0,0.35960756501182034,0.29563278624813155,CLE,670.0,597.0,131.0,75.0,19.0,74.0,36.0,15.0,0.219,0.294,0.372,0.347,0.27,0.087,2.69,2.41,96.0,94.0,103.0,113.0,92.0,2024-2025
465,Lars Nootbaar,663457,0.435,0.232,0.249,0.1,0.342,0.121,0.199,0.563,0.799,0.868,12.0,29.92291618721394,105.8,0.37338195488721804,0.33746954434250764,STL,986.0,857.0,204.0,107.0,25.0,93.0,11.0,8.0,0.238,0.332,0.384,0.074,0.201,0.118,2.81,1.71,90.0,105.0,87.0,93.0,118.0,2024-2025
466,Lawrence Butler,671732,0.453,0.243,0.257,0.099,0.354,0.097,0.266,0.684,0.696,0.781,11.0,28.833495910297728,106.61,0.40312177650429803,0.3223574744661095,ATH,1080.0,982.0,240.0,146.0,43.0,120.0,40.0,7.0,0.244,0.309,0.439,0.202,0.266,0.087,7.67,4.26,97.0,96.0,104.0,104.0,124.0,2024-2025
467,Lenyn Sosa,672820,0.356,0.268,0.298,0.086,0.42,0.15,0.395,0.64,0.78,0.864,16.0,26.90340616781745,104.3,0.40753811659192823,0.3278287183718372,CWS,910.0,869.0,226.0,85.0,30.0,110.0,5.0,2.0,0.26,0.289,0.404,0.035,0.224,0.033,3.9,2.57,104.0,94.0,101.0,78.0,121.0,2024-2025
468,Leo Jimenez,677870,0.428,0.248,0.276,0.083,0.4,0.103,0.272,0.641,0.737,0.815,14.0,28.499238747647315,101.52,0.35990972222222223,0.30479196666666664,TOR,241.0,208.0,43.0,20.0,5.0,20.0,0.0,0.0,0.207,0.303,0.332,0.0,0.278,0.058,-2.4,-5.97,,,,91.0,81.0,2024-2025
469,Leo Rivas,660844,0.427,0.231,0.282,0.026,0.393,0.179,0.11,0.558,0.761,0.814,14.0,30.55133909765958,98.24,0.30861739130434784,0.2970983692307692,SEA,195.0,163.0,39.0,29.0,2.0,17.0,9.0,0.0,0.239,0.364,0.307,0.138,0.246,0.154,-1.32,-4.05,,,,118.0,106.0,2024-2025
470,Leody Taveras,665750,0.398,0.266,0.236,0.06,0.318,0.114,0.303,0.689,0.74,0.826,15.0,30.585246420409863,104.21000000000001,0.33226518218623485,0.2806823361823362,SEA,703.0,651.0,145.0,72.0,15.0,61.0,32.0,9.0,0.223,0.273,0.339,0.273,0.23,0.067,1.93,1.65,99.0,96.0,86.0,128.0,124.0,2024-2025
471,Levi Jordan,682119,0.5,0.375,0.125,0.0,0.25,0.125,0.471,0.565,0.524,0.769,-4.5,25.834293376938227,96.66,0.168,0.12218181818181818,CIN,11.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.091,0.2,,0.273,0.0,-2.98,-162.63,,,,,104.0,2024-2025
472,Liam Hicks,689414,0.436,0.238,0.287,0.035,0.411,0.128,0.175,0.556,0.849,0.908,14.0,26.40380081749317,100.6,0.30908602150537634,0.31742502583979326,MIA,387.0,332.0,82.0,37.0,6.0,45.0,2.0,0.0,0.247,0.346,0.346,0.018,0.145,0.111,-0.79,-1.23,97.0,113.0,78.0,82.0,107.0,2024-2025
473,Liover Peguero,678894,0.548,0.274,0.113,0.081,0.274,0.177,0.237,0.607,0.655,0.803,0.5,33.31822194045475,103.00999999999999,0.3109193548387097,0.25431881632653064,PIT,98.0,90.0,18.0,9.0,4.0,10.0,4.0,0.0,0.2,0.265,0.356,0.2,0.286,0.061,-2.3,-14.06,,,,112.0,106.0,2024-2025
474,Livan Soto,670869,0.3,0.5,0.2,0.1,0.4,0.3,0.226,0.657,0.867,0.957,20.0,26.564178051570796,97.72,0.3473,0.34831249999999997,BAL,16.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.231,0.375,0.308,0.0,0.188,0.188,-2.91,-109.21,,,,,105.0,2024-2025
475,Logan Davidson,669722,0.591,0.273,0.091,0.045,0.136,0.091,0.222,0.667,0.625,0.697,4.5,29.11334024268909,102.65,0.34750000000000003,0.20111111111111113,LAA,45.0,42.0,7.0,3.0,1.0,4.0,0.0,0.0,0.167,0.222,0.286,0.0,0.489,0.067,-2.95,-39.36,,,,,108.0,2024-2025
476,Logan Driscoll,686482,0.633,0.1,0.2,0.067,0.267,0.133,0.306,0.779,0.708,0.868,0.0,30.53612896903917,103.34,0.2959333333333333,0.2588648648648649,TB,37.0,35.0,6.0,2.0,1.0,5.0,0.0,0.0,0.171,0.189,0.257,0.0,0.162,0.027,-2.9,-47.1,,,,,,2024-2025
477,Logan O'Hoppe,681351,0.391,0.296,0.25,0.126,0.404,0.172,0.328,0.731,0.667,0.774,16.0,26.724881100086538,105.3,0.4341065573770492,0.32155929484536083,LAA,971.0,902.0,206.0,99.0,39.0,99.0,4.0,4.0,0.228,0.281,0.39,0.039,0.303,0.059,2.45,1.52,99.0,90.0,108.0,86.0,108.0,2024-2025
478,Logan Porter,682515,0.6,0.2,0.0,0.0,0.0,0.0,0.211,0.6,0.769,1.0,-6.0,43.71727347399423,92.44,0.0866,0.20622111111111108,SF,9.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.143,0.333,0.143,0.0,0.222,0.111,-2.91,-194.12,,,,,95.0,2024-2025
479,Lourdes Gurriel Jr.,666971,0.378,0.272,0.262,0.069,0.367,0.185,0.337,0.695,0.798,0.88,16.0,27.888441737890755,103.9,0.35444470588235294,0.3195417046490428,ARI,1099.0,1013.0,267.0,124.0,37.0,155.0,17.0,5.0,0.264,0.308,0.426,0.087,0.161,0.055,7.24,3.95,104.0,102.0,102.0,94.0,118.0,2024-2025
480,Luis Arraez,650333,0.437,0.238,0.278,0.014,0.409,0.115,0.347,0.628,0.939,0.956,13.0,24.997738452662578,97.4,0.3054452674897119,0.31340113984962403,SD,1333.0,1257.0,381.0,149.0,12.0,107.0,19.0,7.0,0.303,0.337,0.392,0.071,0.038,0.044,9.18,4.13,116.0,181.0,72.0,89.0,127.0,2024-2025
481,Luis Campusano,669134,0.47,0.243,0.215,0.045,0.304,0.166,0.305,0.674,0.781,0.847,8.0,29.678155213495614,102.36,0.29433198380566805,0.2810435337423313,SD,326.0,298.0,63.0,37.0,8.0,40.0,0.0,0.0,0.211,0.276,0.336,0.0,0.16,0.08,-1.67,-3.07,,,,89.0,104.0,2024-2025
482,Luis Castillo,622491,,,,,,,,0.0,,,,,,,0.0,SEA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.94,-1761.66,,,,,,2024-2025
483,Luis De Los Santos,665782,0.579,0.158,0.263,0.0,0.263,0.053,0.323,0.559,0.736,0.848,-6.0,35.14506279118721,102.92,0.27689473684210525,0.21487096774193548,TOR,31.0,29.0,5.0,2.0,0.0,1.0,0.0,0.0,0.172,0.226,0.241,0.0,0.323,0.065,-3.01,-58.22,,,,,102.0,2024-2025
484,Luis Garcia,671277,0.47,0.248,0.242,0.085,0.348,0.1,0.37,0.701,0.785,0.881,10.0,29.36263724331889,104.8,0.38618840579710145,0.33959084681255947,WSH,1054.0,988.0,264.0,125.0,34.0,136.0,36.0,10.0,0.267,0.304,0.428,0.199,0.161,0.051,8.31,4.73,104.0,101.0,96.0,108.0,121.0,2024-2025
485,Luis Guillorme,641645,0.543,0.2,0.229,0.021,0.336,0.064,0.24,0.607,0.801,0.842,5.5,27.768958506328747,98.05000000000001,0.2906474820143885,0.2763285024154589,HOU,207.0,181.0,36.0,16.0,0.0,10.0,4.0,2.0,0.199,0.29,0.26,0.12,0.213,0.116,-2.7,-7.82,,,,,,2024-2025
486,Luis Matos,682641,0.429,0.271,0.19,0.059,0.319,0.183,0.388,0.671,0.819,0.899,14.0,31.373758603930913,102.3,0.30541391941391943,0.27692625368731566,SF,340.0,322.0,70.0,40.0,13.0,47.0,4.0,0.0,0.217,0.253,0.388,0.069,0.15,0.047,-0.8,-1.41,,,,103.0,107.0,2024-2025
487,Luis Rengifo,650859,0.524,0.179,0.245,0.041,0.337,0.111,0.324,0.742,0.779,0.857,7.0,29.47692196332815,101.7,0.33486697965571205,0.3005097722419929,LAA,843.0,784.0,203.0,96.0,15.0,73.0,34.0,14.0,0.259,0.307,0.364,0.227,0.176,0.058,4.52,3.22,107.0,98.0,82.0,106.0,121.0,2024-2025
488,Luis Robert,673357,0.385,0.277,0.254,0.101,0.364,0.163,0.342,0.745,0.66,0.772,15.0,27.198084277060318,106.44000000000001,0.3994524714828897,0.3038987754137116,CWS,851.0,775.0,174.0,99.0,28.0,89.0,56.0,14.0,0.225,0.289,0.373,0.374,0.297,0.08,5.47,3.86,100.0,96.0,102.0,124.0,108.0,2024-2025
489,Luis Torrens,620443,0.481,0.222,0.263,0.094,0.37,0.111,0.254,0.682,0.789,0.836,9.0,25.28504574019074,103.84,0.3983817567567568,0.3407949684466019,NYM,412.0,379.0,86.0,34.0,8.0,44.0,1.0,1.0,0.227,0.286,0.354,0.023,0.204,0.068,-1.34,-1.95,104.0,97.0,87.0,78.0,100.0,2024-2025
490,Luis Urias,649966,0.42,0.246,0.213,0.052,0.344,0.177,0.243,0.611,0.84,0.885,14.0,32.380131705250264,102.26,0.32047868852459016,0.3082691146788991,ATH,436.0,381.0,84.0,38.0,12.0,41.0,2.0,1.0,0.22,0.312,0.352,0.027,0.181,0.092,-1.19,-1.64,95.0,111.0,86.0,83.0,110.0,2024-2025
491,Luis Vazquez,676679,0.535,0.209,0.209,0.093,0.349,0.093,0.4,0.719,0.622,0.736,7.0,32.59296270917517,103.7,0.3417674418604651,0.2614357014925373,BAL,67.0,62.0,9.0,8.0,1.0,4.0,2.0,0.0,0.145,0.194,0.21,0.182,0.299,0.045,-2.91,-26.06,,,,,94.0,2024-2025
492,Luisangel Acuna,682668,0.54,0.19,0.224,0.029,0.305,0.04,0.309,0.702,0.774,0.882,4.5,31.42770303789303,104.57,0.3077848837209302,0.27785705627705626,NYM,231.0,214.0,53.0,36.0,3.0,14.0,16.0,2.0,0.248,0.299,0.341,0.321,0.186,0.061,-0.54,-1.41,,,,137.0,115.0,2024-2025
493,Luke Keaschall,807712,0.461,0.227,0.26,0.052,0.396,0.117,0.203,0.624,0.815,0.867,13.5,26.4860295529615,100.78000000000002,0.3309350649350649,0.3279253768115942,MIN,207.0,182.0,55.0,25.0,4.0,28.0,14.0,3.0,0.302,0.382,0.445,0.279,0.14,0.092,0.1,0.29,,,,129.0,92.0,2024-2025
494,Luke Maile,571912,0.44,0.233,0.293,0.043,0.397,0.147,0.253,0.655,0.715,0.824,11.5,28.449908635166572,101.65,0.3372212389380531,0.26611160784313725,KC,205.0,180.0,35.0,14.0,3.0,14.0,3.0,0.0,0.194,0.288,0.278,0.06,0.332,0.098,-2.61,-7.65,,,,93.0,80.0,2024-2025
495,Luke Raley,670042,0.49,0.24,0.21,0.109,0.326,0.134,0.276,0.77,0.634,0.736,10.5,29.513874952800997,106.6,0.3988618925831202,0.3168290538116592,SEA,669.0,587.0,136.0,81.0,26.0,77.0,13.0,3.0,0.232,0.321,0.419,0.101,0.297,0.069,2.1,1.89,92.0,92.0,116.0,101.0,98.0,2024-2025
496,Luke Williams,663897,0.404,0.298,0.211,0.035,0.263,0.193,0.293,0.702,0.738,0.841,17.0,29.59689494653435,100.38,0.27025,0.2362021411764706,ATL,85.0,77.0,13.0,13.0,0.0,9.0,8.0,0.0,0.169,0.235,0.234,0.533,0.259,0.059,-2.31,-16.29,,,,123.0,90.0,2024-2025
497,Luken Baker,663609,0.382,0.273,0.182,0.073,0.309,0.236,0.233,0.669,0.671,0.756,17.0,31.133577746536993,106.17999999999999,0.32643636363636364,0.30837777777777775,STL,90.0,74.0,15.0,6.0,2.0,12.0,1.0,0.0,0.203,0.322,0.365,0.045,0.233,0.156,-2.6,-17.3,,,,88.0,110.0,2024-2025
498,MJ Melendez,669004,0.408,0.301,0.196,0.083,0.295,0.205,0.289,0.762,0.692,0.752,15.0,29.732990873248124,105.25,0.3762886904761905,0.30338435019455257,KC,515.0,472.0,89.0,49.0,18.0,45.0,4.0,4.0,0.189,0.256,0.367,0.092,0.264,0.074,-1.57,-1.83,94.0,95.0,105.0,106.0,119.0,2024-2025
499,Maikel Garcia,672580,0.471,0.21,0.269,0.047,0.358,0.114,0.21,0.606,0.847,0.898,9.0,29.019885419307727,104.9,0.34475528700906344,0.32333721962616824,KC,1285.0,1170.0,304.0,165.0,23.0,132.0,60.0,11.0,0.26,0.318,0.392,0.229,0.146,0.081,9.84,4.59,100.0,110.0,89.0,113.0,129.0,2024-2025
500,Manny Machado,592518,0.411,0.257,0.258,0.12,0.351,0.14,0.298,0.711,0.748,0.826,13.0,28.320841953931346,107.7,0.4115613305613306,0.3519932534351145,SD,1321.0,1208.0,331.0,168.0,56.0,199.0,25.0,5.0,0.274,0.329,0.465,0.095,0.193,0.076,11.75,5.34,100.0,99.0,107.0,84.0,128.0,2024-2025
501,Manuel Margot,622534,0.416,0.233,0.258,0.047,0.326,0.09,0.303,0.686,0.79,0.86,13.0,28.821040153591383,104.54,0.33825539568345325,0.30634137016574586,DET,362.0,334.0,81.0,38.0,4.0,34.0,5.0,0.0,0.243,0.29,0.335,0.06,0.166,0.058,-0.97,-1.61,,,,,,2024-2025
502,Marcell Ozuna,542303,0.39,0.32,0.251,0.137,0.395,0.205,0.245,0.652,0.711,0.79,16.0,26.609514568705208,106.7,0.4682848101265823,0.3838889709576138,ATL,1278.0,1093.0,297.0,157.0,60.0,172.0,1.0,0.0,0.272,0.369,0.482,0.003,0.246,0.131,9.09,4.27,98.0,109.0,112.0,68.0,123.0,2024-2025
503,Marcelo Mayer,691785,0.483,0.264,0.23,0.092,0.414,0.115,0.297,0.683,0.714,0.868,10.0,26.231303088004115,103.7,0.3672988505747126,0.2761397058823529,BOS,136.0,127.0,30.0,20.0,4.0,10.0,0.0,2.0,0.236,0.279,0.409,0.08,0.301,0.059,-2.19,-9.64,,,,,99.0,2024-2025
